Total Purchase YTD,Date First Purchase,Birth Date,Marital Status,Yearly Income,Gender,Total Children,Number Children At Home,Education,Occupation,Home Owner Flag,Number Cars Owned
206.63,8/1/2003,9/16/1978,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
"2,316.97",7/1/2003,9/19/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"1,503.58",6/17/2002,9/19/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
39.98,12/4/2003,9/19/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"1,145.48",6/27/2004,9/19/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
123.98,11/7/2003,9/20/1978,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"6,825.45",9/15/2002,9/24/1978,M,0-25000,M,0,0,Graduate Degree,Manual,FALSE,0
"2,983.34",3/14/2003,9/26/1978,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
42.93,3/26/2004,10/1/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
71.58,9/25/2003,10/1/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,492.45",12/27/2002,10/2/1978,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
"4,752.23",10/11/2001,10/2/1978,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
4.99,2/2/2004,10/2/1978,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
"4,153.25",4/5/2002,10/2/1978,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
24.99,12/2/2003,10/2/1978,S,25001-50000,F,0,0,High School,Manual,FALSE,1
561.48,2/3/2004,10/2/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
805.33,12/28/2003,10/2/1978,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
35,12/14/2003,10/5/1978,S,0-25000,F,5,5,High School,Manual,TRUE,4
13.98,2/23/2004,10/5/1978,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
14.98,2/6/2004,10/5/1978,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
57.98,11/8/2003,10/5/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
"6,021.82",9/25/2001,10/5/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"3,578.27",10/17/2001,10/5/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
152.45,9/10/2003,10/7/1978,M,25001-50000,F,4,4,Partial College,Clerical,FALSE,3
776.33,12/9/2003,10/7/1978,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
69.46,10/24/2003,10/8/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
"1,893.91",9/10/2002,10/8/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
122.24,8/20/2003,10/10/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
23.78,10/22/2003,10/10/1978,S,25001-50000,M,4,4,Partial College,Clerical,FALSE,1
"2,322.28",7/23/2003,10/11/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"4,733.75",10/27/2001,10/11/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
119.98,6/19/2004,10/11/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
574.98,4/13/2004,10/11/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
4.99,1/2/2004,10/11/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
578.46,5/12/2004,10/11/1978,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
"2,071.42",6/18/2003,10/11/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
23.78,11/6/2003,10/11/1978,S,0-25000,F,0,0,High School,Manual,FALSE,1
135.55,8/30/2003,10/12/1978,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
39.98,11/20/2003,10/13/1978,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
64.9,2/22/2004,10/15/1978,S,25001-50000,F,0,0,High School,Manual,TRUE,1
49.48,12/17/2003,10/16/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
"4,758.24",7/18/2001,10/24/1978,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
11.94,12/10/2003,10/24/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"2,380.47",7/6/2003,10/25/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"5,913.24",5/12/2002,10/25/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
539.99,12/28/2003,10/25/1978,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
12.98,10/25/2003,10/25/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
"4,828.11",3/9/2002,10/25/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
23.78,3/3/2004,10/25/1978,S,25001-50000,F,0,0,High School,Manual,FALSE,1
166.28,9/10/2003,11/1/1978,S,25001-50000,M,0,0,High School,Manual,FALSE,1
"3,804.08",5/18/2003,11/2/1978,S,0-25000,F,1,1,High School,Manual,FALSE,0
901.35,10/26/2003,11/2/1978,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
"2,329.99",6/25/2004,11/4/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"1,775.47",10/22/2003,11/4/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"4,118.26",9/1/2001,11/4/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"2,770.52",11/24/2002,11/4/1978,S,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
"5,968.23",4/10/2002,11/5/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
37.27,9/7/2003,11/5/1978,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
59.98,6/7/2004,11/8/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"4,237.22",3/31/2002,11/8/1978,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
121.57,11/4/2003,11/8/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
195.52,1/28/2004,11/9/1978,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
"4,733.75",10/17/2001,11/9/1978,S,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
699.1,2/5/2002,11/9/1978,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"5,034.78",12/28/2001,11/10/1978,S,0-25000,F,0,0,Partial College,Manual,FALSE,1
4.99,12/9/2003,11/10/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
39.99,7/17/2004,11/10/1978,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
94.48,6/3/2004,11/10/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
234.44,8/19/2003,11/12/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"1,468.59",4/5/2002,11/12/1978,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"6,699.57",1/14/2002,11/12/1978,S,25001-50000,F,5,5,Partial College,Clerical,TRUE,1
"1,725.21",6/1/2004,11/12/1978,M,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
6.28,12/12/2003,11/12/1978,M,25001-50000,M,4,4,Partial College,Clerical,TRUE,0
"1,754.98",11/13/2003,11/13/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
37.27,2/20/2004,11/13/1978,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
68.97,10/25/2003,11/14/1978,S,25001-50000,F,0,0,High School,Manual,TRUE,1
12.98,8/14/2003,11/14/1978,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
80.96,9/13/2003,11/18/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
"3,578.27",9/14/2001,11/18/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"3,764.07",5/9/2003,11/19/1978,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
38.98,7/31/2003,11/19/1978,M,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
38.98,3/17/2004,11/19/1978,M,25001-50000,M,4,4,Partial College,Clerical,TRUE,3
"5,819.05",11/12/2001,11/19/1978,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"2,994.09",6/3/2002,11/20/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"1,262.06",12/18/2001,11/22/1978,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
4.99,4/13/2004,11/23/1978,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"5,106.24",12/24/2001,11/24/1978,S,0-25000,M,1,1,High School,Manual,FALSE,0
27.77,4/8/2004,11/24/1978,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
"1,302.59",1/28/2002,11/24/1978,S,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
"3,967.26",6/13/2002,11/25/1978,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
"1,732.26",5/21/2004,11/25/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,3
2.29,8/24/2003,11/25/1978,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
588.96,6/3/2004,11/26/1978,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
25.48,5/9/2004,11/26/1978,M,25001-50000,F,4,4,Partial College,Clerical,TRUE,2
91.95,6/5/2004,12/5/1978,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
14.98,4/5/2004,12/10/1978,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
37.27,8/11/2003,12/15/1978,S,25001-50000,M,4,4,Partial College,Clerical,TRUE,2
"3,578.27",2/10/2002,12/15/1978,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"2,354.98",7/25/2003,12/17/1978,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"1,503.58",7/6/2001,12/17/1978,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
123.98,8/20/2003,12/22/1978,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
39.47,6/11/2004,12/22/1978,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
48.97,11/24/2003,12/22/1978,S,0-25000,M,0,0,High School,Manual,FALSE,1
79.25,9/18/2003,1/7/1979,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
184.71,8/19/2003,1/8/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"1,854.58",5/23/2002,1/8/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
"1,308.06",12/19/2001,1/8/1979,M,0-25000,F,1,1,High School,Manual,TRUE,0
25.48,9/17/2003,1/8/1979,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"4,698.76",7/24/2001,1/10/1979,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
37.27,4/25/2004,1/10/1979,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
778.62,11/20/2003,1/14/1979,M,0-25000,F,0,0,Partial College,Manual,TRUE,1
"1,700.99",9/24/2003,1/16/1979,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"2,730.54",3/15/2003,1/16/1979,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
"3,836.38",2/13/2003,1/19/1979,S,0-25000,M,1,1,High School,Manual,FALSE,0
39.98,12/14/2003,1/22/1979,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
"2,771.52",4/7/2003,1/22/1979,S,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
39.98,12/4/2003,1/23/1979,M,0-25000,F,4,4,High School,Manual,FALSE,2
573.98,2/10/2004,2/1/1979,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
"2,393.06",6/18/2004,2/1/1979,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
574.98,7/24/2003,2/2/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
31.27,12/29/2003,2/2/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
"5,808.03",12/12/2001,2/2/1979,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,2
"3,948.97",6/17/2002,2/3/1979,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"4,411.37",6/7/2003,2/3/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,1
38.98,10/2/2003,2/3/1979,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"4,118.26",6/20/2002,2/4/1979,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
42.28,6/16/2004,2/5/1979,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
69.99,11/4/2003,2/7/1979,M,0-25000,M,0,0,Bachelors ,Manual,TRUE,0
155.91,9/3/2003,2/8/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
21.49,6/5/2004,2/8/1979,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"3,772.41",4/15/2003,2/10/1979,S,0-25000,M,1,1,High School,Manual,FALSE,0
119.98,5/19/2004,2/10/1979,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,1
69.46,2/2/2004,2/10/1979,M,0-25000,M,4,4,High School,Manual,FALSE,2
78.98,11/10/2003,2/10/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"2,393.06",9/19/2003,2/10/1979,S,0-25000,F,4,4,High School,Manual,TRUE,2
"4,475.38",3/4/2003,2/12/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,1
69.97,7/13/2004,2/12/1979,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
78.98,3/22/2004,2/12/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
166.28,10/9/2003,2/12/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
42.28,2/19/2004,2/15/1979,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
94.45,8/13/2003,2/15/1979,S,25001-50000,M,0,0,Partial High School,Clerical,TRUE,2
123.96,12/2/2003,2/15/1979,M,0-25000,F,4,4,High School,Manual,TRUE,2
"4,127.25",5/31/2002,2/16/1979,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
553.97,6/19/2004,2/16/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
29.26,9/29/2003,2/17/1979,M,25001-50000,F,3,3,Partial College,Clerical,FALSE,2
34.98,3/9/2004,2/17/1979,M,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
53.99,5/17/2004,2/17/1979,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"4,181.76",6/3/2002,2/20/1979,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
69.99,11/5/2003,2/20/1979,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"3,399.99",11/27/2001,2/20/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
86.26,1/7/2004,2/21/1979,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
54.98,9/19/2003,2/21/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
42.28,5/27/2004,2/22/1979,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
"2,500.97",7/21/2003,2/26/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
123.99,8/22/2003,2/26/1979,M,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
"4,835.29",7/14/2002,2/28/1979,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,1
"4,153.25",4/2/2002,2/28/1979,S,0-25000,M,1,1,High School,Manual,FALSE,0
158.51,8/23/2003,3/1/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
69.99,11/15/2003,3/4/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"3,578.27",12/10/2001,3/4/1979,M,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
230.04,9/22/2003,3/7/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
"3,282.83",6/11/2003,3/7/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,1
66.95,7/5/2004,3/7/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
32.28,3/23/2004,3/7/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
133.54,10/21/2003,3/8/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"3,785.08",5/5/2003,3/11/1979,M,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
24.99,8/18/2003,3/11/1979,M,0-25000,M,5,5,High School,Manual,FALSE,2
"4,698.76",10/25/2001,3/11/1979,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
68.49,7/13/2004,3/11/1979,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,1
"1,243.44",9/11/2003,3/11/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
21.49,5/5/2004,3/11/1979,S,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,653.07",7/6/2002,3/13/1979,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"3,814.06",2/3/2003,3/13/1979,M,0-25000,F,0,0,Bachelors ,Clerical,FALSE,0
"2,384.07",6/24/2004,3/13/1979,M,0-25000,F,1,1,High School,Manual,FALSE,0
37.27,3/31/2004,3/18/1979,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"1,288.06",1/6/2002,3/18/1979,S,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
"1,735.98",5/4/2004,3/19/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,1
6.28,4/15/2004,3/19/1979,S,0-25000,M,4,4,High School,Manual,TRUE,2
69.99,12/4/2003,3/20/1979,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
6.28,9/22/2003,3/20/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"4,943.80",12/18/2001,3/22/1979,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
119.98,12/10/2003,3/22/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
"4,149.99",6/6/2002,3/22/1979,S,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
27.28,7/28/2004,3/22/1979,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,1
"1,336.96",4/24/2003,3/22/1979,M,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
"1,804.92",1/31/2003,3/25/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
39.47,5/1/2004,3/25/1979,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
38.98,8/22/2003,3/25/1979,M,0-25000,M,5,5,High School,Manual,TRUE,2
69.97,2/12/2004,3/25/1979,S,25001-50000,M,0,0,Partial College,Skilled Manual,FALSE,1
"3,578.27",4/5/2002,3/26/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"3,042.82",3/18/2003,3/26/1979,S,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
"3,578.27",6/3/2002,3/27/1979,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"4,186.23",6/18/2002,3/31/1979,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
105.94,12/17/2003,4/1/1979,M,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
"3,282.83",6/7/2003,4/2/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
39.98,7/19/2004,4/2/1979,M,0-25000,F,4,4,High School,Manual,TRUE,2
"4,467.74",4/8/2002,4/3/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,1
"1,149.47",12/20/2003,4/3/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,1
791.32,9/3/2003,4/3/1979,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
223.19,3/12/2004,4/4/1979,M,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
67.49,3/8/2004,4/4/1979,S,0-25000,F,4,4,High School,Manual,TRUE,2
"1,339.25",4/22/2003,4/4/1979,M,0-25000,M,0,0,Partial College,Manual,FALSE,1
39.98,10/2/2003,4/4/1979,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
39.98,2/29/2004,4/6/1979,M,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"3,051.31",11/2/2002,4/6/1979,S,0-25000,F,1,1,High School,Manual,FALSE,0
765.32,1/7/2004,4/6/1979,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
64.47,7/15/2004,4/11/1979,M,0-25000,M,0,0,Partial College,Manual,TRUE,1
"4,262.04",6/1/2002,4/13/1979,S,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
7.28,11/29/2003,4/13/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
"3,170.20",12/21/2002,4/18/1979,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,2
"3,106.33",8/1/2003,4/18/1979,S,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"1,735.98",5/17/2004,4/18/1979,S,25001-50000,F,3,3,Partial College,Clerical,FALSE,2
"2,744.52",3/12/2003,4/18/1979,S,0-25000,M,0,0,Partial College,Manual,FALSE,1
"2,636.41",8/5/2002,4/23/1979,S,0-25000,F,1,1,High School,Manual,FALSE,0
30.97,10/23/2003,4/23/1979,M,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,1
"1,845.90",10/12/2002,4/23/1979,M,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
21.49,11/13/2003,4/23/1979,S,0-25000,F,4,4,High School,Manual,TRUE,2
4.99,9/10/2003,4/25/1979,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
28.98,2/17/2004,4/25/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
32.28,10/7/2003,4/25/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
"2,332.28",8/12/2003,4/27/1979,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"1,179.97",12/19/2003,4/27/1979,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"3,578.27",6/28/2002,4/27/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"3,578.27",9/5/2001,4/27/1979,M,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
"1,631.46",12/16/2002,4/30/1979,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"5,949.23",5/25/2002,5/1/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
89.97,8/7/2003,5/1/1979,S,50001-75000,F,0,0,Partial College,Skilled Manual,FALSE,1
4.99,3/19/2004,5/1/1979,S,25001-50000,F,0,0,High School,Skilled Manual,TRUE,2
35.72,5/7/2004,5/1/1979,S,25001-50000,M,0,0,Partial College,Skilled Manual,TRUE,1
38.98,12/23/2003,5/3/1979,S,0-25000,M,4,4,High School,Manual,TRUE,2
600.46,1/25/2004,5/4/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,1
24.99,11/19/2003,5/4/1979,M,25001-50000,F,0,0,Partial College,Skilled Manual,TRUE,1
"1,418.92",4/21/2003,5/6/1979,S,25001-50000,F,0,0,High School,Skilled Manual,FALSE,2
"2,756.54",3/4/2003,5/6/1979,S,0-25000,M,0,0,Bachelors ,Clerical,FALSE,0
23.78,4/6/2004,5/6/1979,S,25001-50000,F,0,0,Partial College,Clerical,FALSE,1
59.98,1/31/2004,5/11/1979,M,50001-75000,M,0,0,Partial College,Skilled Manual,FALSE,1
4.99,12/14/2003,5/11/1979,S,25001-50000,F,3,3,Partial College,Clerical,FALSE,1
"3,578.27",2/13/2002,5/11/1979,S,25001-50000,F,0,0,Partial High School,Clerical,FALSE,2
"3,006.31",4/11/2003,5/14/1979,S,0-25000,M,1,1,High School,Manual,FALSE,0
615.46,12/24/2003,5/14/1979,S,25001-50000,F,3,3,Partial College,Clerical,FALSE,2
45.26,11/29/2003,5/15/1979,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
742.35,2/10/2004,5/22/1979,S,0-25000,F,0,0,Partial College,Manual,TRUE,1
553.97,6/1/2004,5/23/1979,S,50001-75000,F,0,0,Partial College,Skilled Manual,TRUE,2
13.98,1/30/2004,5/24/1979,M,0-25000,F,0,0,Partial College,Manual,FALSE,1
614.96,8/23/2003,5/25/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
7.28,6/27/2004,5/25/1979,M,25001-50000,M,0,0,High School,Skilled Manual,TRUE,2
"2,983.34",4/18/2003,5/25/1979,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
"1,268.84",7/1/2003,6/1/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,1
"3,826.40",4/7/2003,6/3/1979,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
"4,167.23",4/14/2002,6/3/1979,M,0-25000,M,0,0,Bachelors ,Clerical,TRUE,0
94.48,7/20/2004,6/3/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
59.98,11/11/2003,6/4/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"4,658.81",11/23/2001,6/4/1979,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,1
"5,024.79",11/30/2001,6/8/1979,S,0-25000,F,1,1,High School,Manual,FALSE,0
553.97,2/10/2004,6/8/1979,S,0-25000,F,4,4,High School,Manual,TRUE,2
30.97,6/20/2004,6/11/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
37.27,9/7/2003,6/11/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
"4,143.74",6/1/2002,6/13/1979,M,0-25000,F,0,0,Bachelors ,Clerical,TRUE,0
34.98,1/27/2004,6/13/1979,S,25001-50000,F,0,0,Partial College,Skilled Manual,FALSE,1
7.28,1/21/2004,6/14/1979,S,25001-50000,F,0,0,Partial High School,Clerical,TRUE,2
"1,170.48",5/19/2004,6/14/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,2
101.94,5/12/2004,6/15/1979,S,0-25000,F,5,5,High School,Manual,TRUE,2
553.97,2/18/2004,6/15/1979,S,25001-50000,M,0,0,High School,Skilled Manual,FALSE,2
"1,178.45",6/12/2004,6/22/1979,S,25001-50000,F,3,3,Partial College,Clerical,TRUE,1
"2,629.07",8/30/2002,6/23/1979,M,0-25000,M,1,1,High School,Manual,TRUE,0
59.98,10/8/2003,6/25/1979,S,25001-50000,M,0,0,Partial College,Clerical,FALSE,1
"1,274.08",12/27/2001,6/25/1979,S,0-25000,M,0,0,Partial College,Manual,TRUE,1
"1,179.47",4/16/2004,6/26/1979,S,75001-100000,F,0,0,Bachelors ,Management,FALSE,1
34.99,7/1/2004,7/1/1979,S,0-25000,M,5,5,High School,Manual,TRUE,3
158.95,10/1/2003,7/1/1979,S,25001-50000,M,3,3,Partial College,Clerical,TRUE,2
98.97,3/9/2004,7/1/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
"3,079.57",6/16/2002,7/2/1979,M,50001-75000,M,0,0,Partial College,Skilled Manual,TRUE,2
"4,698.76",7/9/2001,7/4/1979,M,0-25000,F,1,1,High School,Manual,TRUE,0
197.04,5/6/2004,7/4/1979,S,25001-50000,M,0,0,Partial High School,Clerical,FALSE,2
